id,customerAccountId,farmAccountId,farmAccountConsent,createdAt,createdById,updatedAt,updatedById,deletedAt,deletedById,invoiceTo
80eb6d13-0b67-4969-8db4-24eebbdb629e,171e92d9-c861-4a14-8057-f2298231ccdc,171e92d9-c861-4a14-8057-f2298231ccdc,1,1688391716150,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1688391716150,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
5205af90-27fc-4fba-8552-252e50ce7df8,8f57fc2a-12ea-4055-8322-601e703c1439,a9476a90-8cb5-4b5d-927b-f51afd293571,1,1688540416556,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1688540416556,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
e084e5fe-2641-4b74-afeb-bc1b6a8f320f,a5a96769-a147-43a1-b361-d3124b8d6ea3,a9476a90-8cb5-4b5d-927b-f51afd293571,1,1688630365742,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1688630365742,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
ef616d0b-afb2-46bd-a065-7413c63ab189,726c634b-f2ae-426f-b0ca-c22e4c4027fd,a72a45fd-83cd-4b7c-b829-39fdd9d73f3a,1,1689051891787,563748b6-6df2-4990-aa54-d574de5546a2,1689051891787,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
40aed6e9-9cd5-4aea-a91f-862a2eacabb2,74a00592-9391-463d-8ff6-b24817821110,f9f015c1-3c89-4f1b-854d-e934cbdf3791,1,1688379715478,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1690959962106,4a2f76a7-6256-4e67-8d8a-095cee8557f7,,,Farm
91656451-e3a5-4091-a4e5-b8bce431a748,a5a96769-a147-43a1-b361-d3124b8d6ea3,a72a45fd-83cd-4b7c-b829-39fdd9d73f3a,1,1688391488439,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1690959999285,4a2f76a7-6256-4e67-8d8a-095cee8557f7,,,Farm
e27a69cd-08ec-4503-8f7b-baf1f8a49d60,726c634b-f2ae-426f-b0ca-c22e4c4027fd,1a2db108-6673-4fd8-98bf-b7ed858da60b,1,1694253145152,563748b6-6df2-4990-aa54-d574de5546a2,1694253152608,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
84df2de8-92c2-4e87-b841-7c2205c0eca1,cc952474-a303-4ad6-8384-c51974e0def0,51dfc8bc-10d5-4cd3-9728-84f330b31025,1,1695212859373,563748b6-6df2-4990-aa54-d574de5546a2,1695212971057,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
27e74229-bd8d-453d-a970-3c62ce76be95,cc952474-a303-4ad6-8384-c51974e0def0,070e6c8b-fe5d-442b-af47-115074f2d40e,1,1690278670601,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1695217646033,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1695217646006,563748b6-6df2-4990-aa54-d574de5546a2,Farm
7921cef3-5de2-44f6-a280-1dd4397aaf1a,cc952474-a303-4ad6-8384-c51974e0def0,1a2db108-6673-4fd8-98bf-b7ed858da60b,1,1695217656529,563748b6-6df2-4990-aa54-d574de5546a2,1695217671616,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
95a980f8-10a5-43c5-a26a-f73567ba4a50,cc952474-a303-4ad6-8384-c51974e0def0,6c2eae8d-928c-4f48-9cf0-b61c815ee51d,1,1695217837276,563748b6-6df2-4990-aa54-d574de5546a2,1695217846249,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
b23bff93-5d0a-468a-a131-b959fcff6487,74a00592-9391-463d-8ff6-b24817821110,1a2db108-6673-4fd8-98bf-b7ed858da60b,,1695726903423,563748b6-6df2-4990-aa54-d574de5546a2,1695726936694,563748b6-6df2-4990-aa54-d574de5546a2,1695726936693,563748b6-6df2-4990-aa54-d574de5546a2,Farm
4f1f3b1f-d34c-420e-93bc-f29e3188c7a2,74a00592-9391-463d-8ff6-b24817821110,1a2db108-6673-4fd8-98bf-b7ed858da60b,1,1695726952152,563748b6-6df2-4990-aa54-d574de5546a2,1695726959071,563748b6-6df2-4990-aa54-d574de5546a2,1695726959070,563748b6-6df2-4990-aa54-d574de5546a2,Customer
a160628a-2c23-4cc8-95fc-07664cf4813c,cc952474-a303-4ad6-8384-c51974e0def0,cff48c09-6a5d-4f3a-b8c7-0ec066cbc2d7,1,1695217975301,563748b6-6df2-4990-aa54-d574de5546a2,1740470563629,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
14c68c16-ca74-4979-ac21-44453303a80d,a61edf4f-0287-4ade-817b-a9c3d9be02ff,6316326b-45da-4553-a852-66bc031c8160,,1695816523632,563748b6-6df2-4990-aa54-d574de5546a2,1695816523632,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
226b1815-9fa2-4a24-8c85-666397c0ee9e,4af15db6-6403-4c38-bb2f-9f7c6dee965f,20139a00-3f06-4f55-b15c-5c2c4bcde944,1,1695891687302,563748b6-6df2-4990-aa54-d574de5546a2,1695891696189,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
4bd0959a-1b7b-4418-af1f-6bcce90597a7,0e668ede-6c66-4bf0-a87c-043303dfd5a7,0e668ede-6c66-4bf0-a87c-043303dfd5a7,1,1695640101019,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1697458614919,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
eea95cb5-7706-4915-acdf-52fc2bef9a09,a61edf4f-0287-4ade-817b-a9c3d9be02ff,7d7a0729-b7c1-411f-a9fd-2deab9fb13bd,1,1696503418734,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1698913486367,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
e208f11a-fd84-460c-951b-ddac44edb0fe,a61edf4f-0287-4ade-817b-a9c3d9be02ff,cd0424fc-0199-4e73-8546-add986bfb772,1,1696503472143,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1698913495297,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
12318bd8-5b96-42af-93d6-db445b2c42c5,a5a96769-a147-43a1-b361-d3124b8d6ea3,1a2db108-6673-4fd8-98bf-b7ed858da60b,1,1694249081668,563748b6-6df2-4990-aa54-d574de5546a2,1702456468458,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
b05a7fd8-f728-4c2f-90f2-992eeb9d93ad,3617b6fd-a146-4826-8e7b-5bf7cccc04fb,bfb26a65-85bf-42ad-8738-b58ad23c2322,,1696503727642,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1696503727642,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
792180b1-dd9a-4940-876d-0353462d5e65,25725e16-a57c-4bc6-b47b-95076df1ddf0,ac08ed97-dda0-4824-b7a3-ad374280dccb,1,1688382441626,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898317370,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898317370,7536610a-7847-4680-8a63-88a7b996207b,Farm
3cf49e9c-941e-48e5-86f8-d002ab9aabde,25725e16-a57c-4bc6-b47b-95076df1ddf0,a542b738-07d0-48cf-893a-450491917e21,1,1688382368676,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898320511,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898320509,7536610a-7847-4680-8a63-88a7b996207b,Farm
38c679dc-08eb-4a2f-9e33-172a2d884f81,25725e16-a57c-4bc6-b47b-95076df1ddf0,f94c1624-8f7a-4ec7-82e7-939ee8482424,1,1688382376465,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898328514,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898328514,7536610a-7847-4680-8a63-88a7b996207b,Farm
852fdf1e-1e48-4b7d-9e3f-53c218dbd56f,25725e16-a57c-4bc6-b47b-95076df1ddf0,92df203b-be58-42ec-8354-0925e037f590,1,1688382383500,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898331887,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898331887,7536610a-7847-4680-8a63-88a7b996207b,Farm
0a6f30ff-b8ac-40f1-9b9a-790fa37c8cec,25725e16-a57c-4bc6-b47b-95076df1ddf0,20dd23cd-03cb-4915-ad58-882d07ef764f,1,1688382389792,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898334805,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898334806,7536610a-7847-4680-8a63-88a7b996207b,Farm
2c30eeb4-5d70-4c8a-8ae3-cc19a67cc37b,25725e16-a57c-4bc6-b47b-95076df1ddf0,cff48c09-6a5d-4f3a-b8c7-0ec066cbc2d7,1,1688382397266,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898337953,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898337956,7536610a-7847-4680-8a63-88a7b996207b,Farm
52d46d91-a4b5-4860-a851-827ed90f5f7c,25725e16-a57c-4bc6-b47b-95076df1ddf0,f3ee8c44-da08-4ba4-82ba-15bd7ec41344,1,1688382424744,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898341444,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898341447,7536610a-7847-4680-8a63-88a7b996207b,Farm
250a854d-1216-4468-81de-575470eca0f1,a5a96769-a147-43a1-b361-d3124b8d6ea3,92df203b-be58-42ec-8354-0925e037f590,1,1694249741893,563748b6-6df2-4990-aa54-d574de5546a2,1732686122964,9de53163-c68a-4cb9-bf61-8340acfe3061,,,Farm
1249c083-c034-429f-8b17-55a68edabe43,68127cf7-8afb-4b95-ba8f-168167e03b82,86ac654e-04ae-4c92-a41a-d5aa4613a4dc,1,1695881928711,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1736921198918,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1736921198918,a0463e4c-2adb-4488-aac3-66bcf22ff32d,Farm
4f0fdab3-57a2-453f-b453-3f8cb8880d10,3617b6fd-a146-4826-8e7b-5bf7cccc04fb,a9476a90-8cb5-4b5d-927b-f51afd293571,1,1695812064813,563748b6-6df2-4990-aa54-d574de5546a2,1740470570806,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
dd141093-3829-422f-a5df-276e0248fd4d,25725e16-a57c-4bc6-b47b-95076df1ddf0,e316d2e2-ee9e-4602-9108-8882a45372d7,1,1688382456181,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898314370,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898314374,7536610a-7847-4680-8a63-88a7b996207b,Farm
55f1d5b6-2f52-4363-b44b-d32321bf951e,726c634b-f2ae-426f-b0ca-c22e4c4027fd,f65c6a5e-5b0b-4af9-9393-e10a6f9e3bc1,1,1696504129001,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1696504132256,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
28df6984-be93-477e-a05e-64a1a9eef289,cc952474-a303-4ad6-8384-c51974e0def0,2b2d3e54-9e36-4e54-96bd-e4214747df51,1,1696576800238,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1706274678343,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
4f542234-8d7b-44ca-8e72-30c39d27674a,7e60cbf0-7bec-411b-9c36-3b471714d40d,fb22be72-f799-49be-b3f9-4f2b9d9878b3,1,1696504398455,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1696504407126,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
4b9ff63c-566c-4c65-beeb-f843729bd2f1,a5a96769-a147-43a1-b361-d3124b8d6ea3,2b2d3e54-9e36-4e54-96bd-e4214747df51,1,1698131724442,563748b6-6df2-4990-aa54-d574de5546a2,1706274679162,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
b2fb0f33-e314-4ece-949c-fbef90738f80,cc952474-a303-4ad6-8384-c51974e0def0,ad4538c0-6616-42d7-9831-458653320937,1,1696504772333,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1696504787053,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
13484ade-89ea-4823-b6cb-4f493d58dc0a,97cf433d-b0f6-43d5-8c88-ead971c573ae,fb22be72-f799-49be-b3f9-4f2b9d9878b3,,1696504928207,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1696504928207,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
9b2d12ec-fe29-483b-9f05-0c49073f27e8,3f906df2-d1fb-4647-8814-e94e3ee660c6,7f9d35c8-bdb6-4fd9-911a-35d48498df80,,1696505230232,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1696505230232,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
e4967870-eff2-4fc9-b4f8-7af526a659c6,1508b17e-b4b8-4168-90c5-4fc1583ae15e,08b54562-fafd-45bb-aead-af61e82fa0e5,1,1694253029571,563748b6-6df2-4990-aa54-d574de5546a2,1696505271734,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
8867eac4-0d23-46ad-a0b3-f51ba500ac40,d0cb33dd-ccb6-487b-a309-e43e448319b3,6316326b-45da-4553-a852-66bc031c8160,,1696529080612,563748b6-6df2-4990-aa54-d574de5546a2,1696529080612,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
cc95c8b2-7793-4710-bbb7-5b318561db51,a5a96769-a147-43a1-b361-d3124b8d6ea3,444ab14e-f06f-4460-a34d-6c0cd012d349,1,1698131677059,563748b6-6df2-4990-aa54-d574de5546a2,1715077497811,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
fc72ef49-8166-498e-8371-ece1649874c4,de7122ee-e5eb-4ce1-9e75-64cf3a6021ff,092ef181-2c9f-4b2a-93b4-f090d451b206,1,1696569682516,563748b6-6df2-4990-aa54-d574de5546a2,1696572905056,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Customer
d1736fce-59c4-4152-8a45-4fe5cf53d3b1,a61edf4f-0287-4ade-817b-a9c3d9be02ff,092ef181-2c9f-4b2a-93b4-f090d451b206,,1696659639478,563748b6-6df2-4990-aa54-d574de5546a2,1696659639478,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
0aef7a0e-2361-44d5-8233-924e4b3f49ee,a5a96769-a147-43a1-b361-d3124b8d6ea3,092ef181-2c9f-4b2a-93b4-f090d451b206,1,1698131737654,563748b6-6df2-4990-aa54-d574de5546a2,1715077517434,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
288feb5c-cd56-4b54-938b-b7295abf0f40,a61edf4f-0287-4ade-817b-a9c3d9be02ff,f513b8d6-6ad2-414e-805f-b6b83719ee99,,1696833082596,563748b6-6df2-4990-aa54-d574de5546a2,1696833082596,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
55d6b8c5-c50f-4a5c-9d23-1648f94041b6,a5a96769-a147-43a1-b361-d3124b8d6ea3,3ca27666-5a69-4722-ae14-6a7e2d1a417a,1,1698131791873,563748b6-6df2-4990-aa54-d574de5546a2,1715077519377,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
e5588083-b0f3-4653-9e15-3fafb468028d,3fe1f019-995d-4086-9725-12131e0f7271,c36294de-c73c-4cad-a482-6b0a2b1c9a48,1,1696921167692,563748b6-6df2-4990-aa54-d574de5546a2,1696921212574,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
d7394ab4-4975-4b33-ae4a-19449b41ee0f,cc952474-a303-4ad6-8384-c51974e0def0,f94c1624-8f7a-4ec7-82e7-939ee8482424,,1697020494250,563748b6-6df2-4990-aa54-d574de5546a2,1697020494250,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
3b2609fb-4a43-49dc-97d7-ab2427aa919b,cc952474-a303-4ad6-8384-c51974e0def0,f94c1624-8f7a-4ec7-82e7-939ee8482424,,1697021112410,563748b6-6df2-4990-aa54-d574de5546a2,1697021125059,563748b6-6df2-4990-aa54-d574de5546a2,1697021125057,563748b6-6df2-4990-aa54-d574de5546a2,Farm
3190a181-99da-4976-82ea-da456ca912ce,a61edf4f-0287-4ade-817b-a9c3d9be02ff,7d7a0729-b7c1-411f-a9fd-2deab9fb13bd,,1697043319200,563748b6-6df2-4990-aa54-d574de5546a2,1697043343123,563748b6-6df2-4990-aa54-d574de5546a2,1697043343117,563748b6-6df2-4990-aa54-d574de5546a2,Farm
4111fe59-149c-49ff-98b3-7548cac76226,de7122ee-e5eb-4ce1-9e75-64cf3a6021ff,f513b8d6-6ad2-414e-805f-b6b83719ee99,1,1698493811916,563748b6-6df2-4990-aa54-d574de5546a2,1738577809353,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Customer
d08653e3-b600-499f-b912-7c4b3bc5e801,3fe1f019-995d-4086-9725-12131e0f7271,84151104-e9a0-4bd4-9fd7-ad687656ec1e,1,1697271712760,563748b6-6df2-4990-aa54-d574de5546a2,1697271712760,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
98464da4-b2ae-4939-b9a8-5204e4b637d1,da74e276-3ad4-4415-84c5-35e4ec1ad3d0,da74e276-3ad4-4415-84c5-35e4ec1ad3d0,1,1697451736564,563748b6-6df2-4990-aa54-d574de5546a2,1697451749844,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
be2fb2b5-2186-4e48-91fb-60edfec9cce1,1512db87-57c9-416b-9cda-3ada72c895da,1512db87-57c9-416b-9cda-3ada72c895da,1,1697649898610,563748b6-6df2-4990-aa54-d574de5546a2,1697649907013,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
56a23d76-5a04-421e-bca8-cd2a797ac416,9211b433-ae36-4f6d-96d1-8a94580b1d4f,9d79ba8a-d4c7-4fe5-812a-977de211b4df,,1697650863522,563748b6-6df2-4990-aa54-d574de5546a2,1697650863522,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
2320d22d-8bb4-403c-a66d-cbdc42abecbc,4af15db6-6403-4c38-bb2f-9f7c6dee965f,c18b8d80-e9c5-43d8-b4b8-0bfaab706dcd,1,1697724760423,563748b6-6df2-4990-aa54-d574de5546a2,1697724808393,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
f5b30291-a82e-44bd-bca9-432e92f6a03e,1e157604-e16a-4816-ad4d-9b822d5bd1f4,1e157604-e16a-4816-ad4d-9b822d5bd1f4,1,1698130330688,563748b6-6df2-4990-aa54-d574de5546a2,1698130334283,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
fdc3a035-0fac-4ff9-b393-b1b6603dfaf9,a5a96769-a147-43a1-b361-d3124b8d6ea3,1a2db108-6673-4fd8-98bf-b7ed858da60b,,1698131711132,563748b6-6df2-4990-aa54-d574de5546a2,1698131817177,563748b6-6df2-4990-aa54-d574de5546a2,1698131817177,563748b6-6df2-4990-aa54-d574de5546a2,Farm
7247e884-9724-4bc6-ae82-772ee8001875,a61edf4f-0287-4ade-817b-a9c3d9be02ff,f0ba3eb8-c0aa-4806-adc9-33cc35a1d579,1,1698913393442,563748b6-6df2-4990-aa54-d574de5546a2,1698913470812,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
5e251638-3eda-45eb-acb9-6fe6a2a6de2e,a61edf4f-0287-4ade-817b-a9c3d9be02ff,9d79ba8a-d4c7-4fe5-812a-977de211b4df,1,1696503483841,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1698913495415,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
d287ad7e-4c14-4018-b1bc-2ba2e45a30c1,a61edf4f-0287-4ade-817b-a9c3d9be02ff,9ff10d20-88eb-45d7-89de-eb2c12c01e3b,1,1697187185384,563748b6-6df2-4990-aa54-d574de5546a2,1698913508801,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
c0f4bcb2-dc02-482a-b345-f0199b513a0f,a61edf4f-0287-4ade-817b-a9c3d9be02ff,e316d2e2-ee9e-4602-9108-8882a45372d7,1,1698240988773,563748b6-6df2-4990-aa54-d574de5546a2,1698913513319,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
400c61d4-db93-4bd2-8938-8ffbdb47f3d8,a61edf4f-0287-4ade-817b-a9c3d9be02ff,444ab14e-f06f-4460-a34d-6c0cd012d349,1,1698241084454,563748b6-6df2-4990-aa54-d574de5546a2,1698913516531,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
da1b9e4f-d065-4733-b869-b5399261a9a0,cc952474-a303-4ad6-8384-c51974e0def0,1e157604-e16a-4816-ad4d-9b822d5bd1f4,1,1697020664238,563748b6-6df2-4990-aa54-d574de5546a2,1698913604530,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
a4655da8-c124-4735-a21c-bd891297588e,e42b6d71-bd7b-4b5f-89ce-86c3148fb992,c18b8d80-e9c5-43d8-b4b8-0bfaab706dcd,,1698933371368,563748b6-6df2-4990-aa54-d574de5546a2,1698933371368,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
3bdd2c22-07ff-4941-87ef-519c0c4fd19a,7f9d35c8-bdb6-4fd9-911a-35d48498df80,7f9d35c8-bdb6-4fd9-911a-35d48498df80,1,1699353632324,563748b6-6df2-4990-aa54-d574de5546a2,1699353634578,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
62217fe5-91e5-443b-91d4-74d551e7f138,8bb75732-4454-4e8e-bdad-9a26ad33c731,c18b8d80-e9c5-43d8-b4b8-0bfaab706dcd,,1699532761795,563748b6-6df2-4990-aa54-d574de5546a2,1699532761795,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
17c54f04-cadf-454f-9748-375220152e27,e42b6d71-bd7b-4b5f-89ce-86c3148fb992,1a2db108-6673-4fd8-98bf-b7ed858da60b,1,1696529489348,563748b6-6df2-4990-aa54-d574de5546a2,1705059379758,a0463e4c-2adb-4488-aac3-66bcf22ff32d,,,Farm
a255121e-a238-40e0-abc6-5d053e1884da,e2807148-4f99-4565-970a-c3e21d956e3d,e2807148-4f99-4565-970a-c3e21d956e3d,1,1699694694538,563748b6-6df2-4990-aa54-d574de5546a2,1699694702266,563748b6-6df2-4990-aa54-d574de5546a2,,,Farm
68fa28fe-7e67-4dd4-af8e-3c30d4e19c8f,a5a96769-a147-43a1-b361-d3124b8d6ea3,e316d2e2-ee9e-4602-9108-8882a45372d7,,1699864409959,563748b6-6df2-4990-aa54-d574de5546a2,1699866681436,563748b6-6df2-4990-aa54-d574de5546a2,1699866681435,563748b6-6df2-4990-aa54-d574de5546a2,Farm
19879e9f-a7be-4499-9709-49f83b8c3d88,25725e16-a57c-4bc6-b47b-95076df1ddf0,9fe83366-1018-4bcc-913f-52716490d92c,1,1688382173344,a0463e4c-2adb-4488-aac3-66bcf22ff32d,1768898351337,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898351340,7536610a-7847-4680-8a63-88a7b996207b,Farm
2fe59398-aa72-48dd-85ad-f8043e120ed7,25725e16-a57c-4bc6-b47b-95076df1ddf0,58a02234-7b95-4b29-b47b-0ef234865b4b,1,1696668673833,563748b6-6df2-4990-aa54-d574de5546a2,1768898353793,9de53163-c68a-4cb9-bf61-8340acfe3061,1768898353796,7536610a-7847-4680-8a63-88a7b996207b,Farm
